Fecha;Actividad;Espcificacion;Tiempo;Personas Involucradas
01/08/2020;Facultad;Resumir SSL;01:20:44;
02/08/2020;Dormir;;07:53:19;
02/08/2020;Mensajes,Caca;;00:34:01;Román Mansilla,Tania Pacheco
02/08/2020;Trading;Desarrollo de Backtesting;00:47:54;
02/08/2020;Trading;Backtesting;00:37:41;
02/08/2020;Cocinar,Comer;Nalga al horno,Arroz;00:54:15;
02/08/2020;Trading;Backtesting;02:30:53;
02/08/2020;Cocinar,Comer;Sanguche de milanesa de pollo;01:24:31;
02/08/2020;Trading;Backtesting;02:00:40;
02/08/2020;Facultad;Practicar ASI;01:11:32;
02/08/2020;Llamada madre;;00:26:48;
03/08/2020;Trading;Backtesting;00:52:20;
03/08/2020;Comer;;00:22:37;
03/08/2020;Dormir;;08:19:02;
03/08/2020;Trading;Backtesting;01:07:13;
03/08/2020;Facultad;Clases AED;01:52:26;
03/08/2020;Cocinar,Comer,Canto,Descanso;Osobuco al horno,Pure de papas;01:46:07;
03/08/2020;Facultad;Clases virtuales de ASI;02:30:00;
03/08/2020;Cocinar,Comer,Ejercicio;Osobuco al sarten,Ensalada,Pure;02:33:35;
04/08/2020;Dormir;;08:54:55;
04/08/2020;Trading;Backtesting;01:08:54;
04/08/2020;Cocinar,Comer,Facultad;Dudas ASI,Osobuco al sarten,Ensalada;01:43:16;
04/08/2020;Facultad;Practicar ASI;01:18:00;
04/08/2020;Trading;Backtesting;01:58:06;
04/08/2020;Facultad,Ejercicio,Cocinar;Clases virtuales PPR,Osobuco al sartén,Pure;03:16:53;
04/08/2020;Comer;;00:54:18;
04/08/2020;Llamada madre;;00:53:40;
05/08/2020;Dormir;;09:00:00;
05/08/2020;Facultad;Practicar ASI;01:06:57;
05/08/2020;Facultad,Ejercicio,Comperas,Cocinar,Comer;Nalga al horno,Pure,Clases virtuales SSL;04:10:11;
05/08/2020;Facultad;Practicar ASI;02:14:12;
05/08/2020;Comer;;00:34:53;
05/08/2020;Facultad;Practicar ASI;00:54:38;
05/08/2020;Trading;Backtesting;01:48:02;
06/08/2020;Comer;;00:52:10;
06/08/2020;Dormir;;08:48:24;
06/08/2020;Liberar espacio celular;;01:39:32;
06/08/2020;Facultad;Clases virutales ASI;01:19:45;
06/08/2020;Compras;;01:04:27;
06/08/2020;Facultad,Ejercicio,Compras,Cocinar;Nalga al horno,Huevos,Arroz,Clases virtuales SSL;02:24:16;
06/08/2020;Comer;;01:25:48;
06/08/2020;Facultad;2do Parcial Práctico ASI;03:49:00;
06/08/2020;Procrastinación;;00:33:45;
07/08/2020;Facultad;Organizar;00:32:29;
07/08/2020;Comer;;00:41:49;
07/08/2020;Dormir;;07:31:26;
07/08/2020;Organizar;;01:44:46;
07/08/2020;Cocinar,Ejercicio,Comer;Nalga al horno,Huevos,Batatas;01:50:53;
07/08/2020;Organización;;01:08:41;
07/08/2020;Limpieza y Orden,Comer;;01:31:00;
08/08/2020;Dormir;;07:53:42;
08/08/2020;Trading,Cocinar;Backtesting,Nalga al horno;00:44:06;
08/08/2020;Cocinar,Comer;Huevos;00:46:53;
08/08/2020;Trading;Backtesting;03:15:36;
08/08/2020;Facultad;Resumir PPR;00:35:19;
08/08/2020;Cocinar,Comer,Compra fasito;Arroz,Huevos;02:18:45;
08/08/2020;Facultad;Resumir PPR;01:29:26;
09/08/2020;Trading;Backtesting;02:34:47;
09/08/2020;Dormir;;07:44:05;
09/08/2020;Medir comida;;00:21:41;
09/08/2020;Trading;Desarrollo backtesting;02:40:00;
09/08/2020;Cocinar,Comer,Canto;Nalga al horno,Huevos;02:09:35;
09/08/2020;Vocalizar,Focusyn;;06:00:00;
09/08/2020;Comer;;00:46:43;
09/08/2020;Facultad;Resumir PPR;01:22:34;
10/08/2020;Comer;;00:28:04;
10/08/2020;Dormir;;07:49:34;
10/05/2020;Facultad;Resumir PPR;00:39:30;
10/05/2020;Facultad;Practicar SSL;01:04:35;
10/08/2020;Facultad,Comer;Clases virtuales AED;02:08:08;
10/08/2020;Impuestos ;;00:29:11;
10/08/2020;Facultad;Practicar SSL;00:50:00;
10/08/2020;Cocinar,Comer,Facultad;Pizza,Practicar SSL;01:53:41;
10/08/2020;Facultad;Practicar SSL;00:14:10;
10/08/2020;Facultad,Ejercicio;Clases virtuales ASI;01:45:18;
10/08/2020;Trading;Desarrollo backtesting;03:31:32;
11/08/2020;Comer,Llamada madre;;00:48:11;
11/08/2020;Dormir;;07:52:17;
11/08/2020;Café,Lecturas;;00:33:00;
11/08/2020;Facultad;Resumir PPR;00:50:49;
11/08/2020;Compras,Cocinar,Comer,Ejercicio,Limpieza y Orden;;03:48:04;
11/08/2020;Facultad;Resumir PPR;00:35:51;
11/08/2020;Trading;Desarrollo backtesting;01:56:33;
11/08/2020;Facultad;Cuestionario 1 PPR;00:17:16;
11/08/2020;Facultad,Comer,Vocalización;Clases virtuales PPR;02:46:56;
12/08/2020;Alcraneo,Procrastinación;;03:43:02;
12/08/2020;Dormir;;08:04:04;
12/08/2020;Facultad;TPI ASI;00:16:25;
12/08/2020;Trading;Desarrollo backtesting;01:50:59;
12/08/2020;Cocinar,Comer,Llamada madre;;01:37:31;
12/08/2020;Vocalización,Facultad;Clases virutales SSL;01:28:41;
12/08/2020;Trading;Desarrollo backtesting;01:01:00;
12/08/2020;Facultad;Resumir SSL;01:30:44;
12/08/2020;Comer;;00:28:44;
12/08/2020;Facultad;Resumir SSL;02:08:38;
13/08/2020;Dormir;;08:08:33;
13/08/2020;Facultad,Programación;Algoritmos SSL;02:25:24;
13/08/2020;Facultad,Cocinar,Comer;Clases virutales AED,Nalga al sartén,Huevos;01:23:38;
13/08/2020;Facultad,Programación;Algoritmos SSL;00:33:33;
13/08/2020;Vocalización,Facultad,Descanso ;Clases virtuales SLL;02:04:40;
13/08/2020;Facultad;Practicar ASI;00:53:15;
13/08/2020;Cocinar,Comer;Papas fritas,Nalga a la olla;01:30:26;
13/08/2020;Facultad;Clases virtuales ASI;03:07:31;
14/08/2020;Comer;;00:30:28;
14/08/2020;Dormir;;07:30:49;
14/08/2020;Facultad,Programación;Algoritmos SSL;02:38:56;
14/08/2020;Cocinar,Comer;Nalga al Sartén,Huevos,Pure;01:32:46;
14/08/2020;Trading;Desarrollo Backtesting;02:58:28;
14/08/2020;Focusyn;Organizar;02:57:45;
14/08/2020;Facultad,Descanso,Cocinar;Clases virutales PPR,Nalga al horno;02:45:00;
15/08/2020;Comer;;00:50:02;
15/08/2020;Dormir;;07:42:16;
15/08/2020;Desayuno;Sanguche de carne con queso y tomate;00:37:17;
15/08/2020;Organizar;;00:06:01;
15/08/2020;Trading;Desarrollo trading algorítmico;04:00:12;
15/08/2020;Comer;;00:37:30;
15/08/2020;Trading;Desarrollo trading algorítmico;00:16:10;
15/08/2020;Socialización;;05:30:00;Emerson Caperochipe,Nito Fernandez
16/08/2020;Trading;Desarrollo trading algorítmico;02:15:00;
16/08/2020;Dormir;;07:45:19;
16/08/2020;Trading;Desarrollo trading algorítmico;01:21:10;
16/08/2020;Compras;;01:13:04;
16/08/2020;Comer;;01:01:12;
16/08/2020;Trading;Desarrollo trading algorítmico;02:26:47;
16/08/2020;Ejercicio,Cocinar,Comer;Avena;01:42:59;
16/08/2020;Trading;Desarrollo trading algorítmico;02:24:16;
16/08/2020;Cocinar,comer;Milanesas,Papas fritas,Huevos;01:49:05;
16/08/2020;Trading;Desarrollo trading algorítmico;00:40:34;
17/08/2020;Dormir;;08:10:49;
17/08/2020;Facultad;Practicar PPR;01:14:55;
17/08/2020;Comer,Compras;;00:58:27;
17/08/2020;Facultad,Trading;Practicar PPR,Desarrollo Trading Algorítimico;02:13:03;
17/08/2020;Compra fasito;;00:48:03;
17/08/2020;Cocinar,Comer;Milanesas,Papas fritas,Huevos;02:01:02;
17/08/2020;Vocalización,Focusyn,Descanso;Ensayo;04:08:33;
17/08/2020;Comer;;00:19:56;
17/08/2020;Facultad;Practicar PPR;01:30:27;
18/08/2020;Cocinar,Comer;Avena;00:31:08;
18/08/2020;Dormir;;08:25:51;
18/08/2020;Facultad;Practicar PPR,Resumir SSL;02:05:34;
18/08/2020;Cocinar,Comer;Milanesas,Papas fritas,Huevos;01:43:15;
18/08/2020;Facultad;Practicar SSL;02:25:45;
18/08/2020;Baño;;00:13:00;
18/08/2020;Facultad,Llamada madre;Clases virtuales PPR;03:43:53;
18/08/2020;Descanso;;00:05:38;
18/08/2020;Facultad;Practicar SSL;01:04:01;
19/08/2020;Cocinar,Comer;Nalga al horno,Papas fritas,Huevos;01:31:31;
19/08/2020;Dormir;;07:32:30;
19/08/2020;Facultad;Practicar SSL;01:05:24;
19/08/2020;Comer;;00:35:00;
19/08/2020;Facultad;Practicar SSL;02:12:27;
19/08/2020;Cocinar,Comer;Avena;00:26:18;
19/08/2020;Compras,Cocinar,Comer;Milanesas,Papas fritas,Huevos;02:36:21;
19/08/2020;Facultad;Resumir ASI;02:37:12;
19/08/2020;Trading;Desarrollo trading algorítmico;00:57:37;
19/08/2020;Cocinar,Comer,Ejercicio;Milanesas,Papas fritas,Huevos;01:29:33;
20/08/2020;Trading,Llamada madre;Desarrollar trading algorítmico;01:25:19;
20/08/2020;Dormir;;08:20:55;
20/08/2020;Comer;;00:09:39;
20/08/2020;Facultad;Practicar ASI;02:28:44;
20/08/2020;Facultad,Cocinar,Comer;Clases virtuales AED,Milanesas,Papas fritas,Huevos;02:42:18;
20/08/2020;Facultad,Descanso;Clases virutales SSL;02:46:29;
20/08/2020;Facultad;Practicar ASI;01:41:00;
20/08/2020;Trading;Desarrollo Trading algoritmico;00:57:47;
20/08/2020;Facultad,Cocinar;Milanesas,Clases virtuales ASI;01:58:15;
20/08/2020;Llamada madre;;00:41:19;
20/08/2020;Trading;Desarrollo Trading algoritmico;00:21:12;
21/08/2020;Dormir;;08:10:40;
21/08/2020;Cocinar,Comer;Papas fritas,Huevos;01:21:25;
21/08/2020;Facultad;Practicar ASI,Desafío 3 AED;03:39:39;
21/08/2020;Comer;;00:30:00;
21/08/2020;Facultad;Desafío AED;01:22:04;
21/08/2020;Cocinar,Comer;Avena;00:53:25;
21/08/2020;Trading;Desarrollo trading algoritmico;01:29:43;
21/08/2020;Facultad,Organización,Ejercicio;Clases virtuales PPR;02:05:52;
22/08/2020;Cocinar,Comer,Ejercicio;Milanesas,Papas fritas;01:42:03;
22/08/2020;Dormir;;08:30:00;
22/08/2020;Facultad;Practicar ASI;01:04:09;
22/08/2020;Comer;;00:22:00;
22/08/2020;Llevar ropa a lavar;;00:36:24;
22/08/2020;Facultad;Resumir PPR;02:34:38;
22/08/2020;Cocinar,Comer;Avena;00:26:51;
22/08/2020;Facultad;AED TP3;01:57:57;
22/08/2020;Cocinar,Comer,Ordenar,Descanso;;03:52:09;
23/08/2020;Estudio Inteligencia artificial;;02:53:17;
23/08/2020;Comer;;00:23:49;
23/08/2020;Dormir;;07:40:07;
23/08/2020;Facultad;Practicar ASI;00:11:39;
23/08/2020;Comer;;00:43:17;
23/08/2020;Corte de luz,Descanso;;00:13:54;
23/08/2020;Estudio Inteligencia artificial;;02:23:30;
23/08/2020;Cocinar,Comer;Milanesas,Papas fritas,Huevos;01:49:04;
23/08/2020;Facultad;Practicar ASI;00:39:31;
23/08/2020;Estudio Inteligencia artificial;;03:52:18;
23/08/2020;Comer;;00:10:00;
23/08/2020;Estudio Inteligencia artificial;;00:46:23;
24/08/2020;Dormir;;07:57:35;
24/08/2020;Cocinar,Comer,Socialización;Nalga al Sartén;01:46:50;
24/08/2020;Facultad;Practicar PPR;01:05:19;
24/08/2020;Compras,Cocinar,Comer,Socialización;Chipy;04:14:51;
24/08/2020;Facultad;Practicar PPR;06:02:22;
25/08/2020;Cocinar,Comer,Socialización;Milanesas,Huevos;01:11:55;
25/08/2020;Dormir;;07:53:54;
25/08/2020;Tramites tarjeta de débito;;00:14:11;
25/08/2020;Facultad;Resumir PPR;02:09:06;
25/08/2020;Cocinar,Comer,Socialización;Milanesas al horno,Pure,Huevos;01:20:00;Emerson Caperochipe
25/08/2020;Facultad;Resumir PPR,Cuestionario 2 PPR;03:53:23;
25/08/2020;Focusyn;Grabar insolación;00:34:32;
25/08/2020;Facultad,Focusyn,Compras,Socialización;Grabar Insolación,Clases virutales PPR;03:19:44;Emerson Caperochipe
25/08/2020;Cocinar,Facultad,Socialización;Pizza,Practicar ASI;01:15:10;Emerson Caperochipe
26/08/2020;Facultad ;Practicar ASI;01:04:34;
26/08/2020;Comer;;00:24:11;
26/08/2020;Dormir;;08:06:08;
26/08/2020;Café;;00:13:14;
26/08/2020;Facultad;Practicar ASI;02:13:20;
26/08/2020;Facultad,Cocinar,Comer,Focusyn;Clases virutales SSL,Bifes al horno,Pure,Huevos,Grabar Insolación;03:11:01;
26/08/2020;Facultad;Practicar ASI;03:16:35;
26/08/2020;Focusyn;Grabar Insolación;01:20:54;
26/08/2020;Cocinar,Comer,Llamada madre;;02:10:30;
23/08/2020;Estudio Inteligencia artificial;;00:27:47;
27/08/2020;Dormir;;08:05:04;
27/08/2020;Facultad;Practicar ASI;02:04:59;
27/08/2020;Focusyn,Comer;Escuchar grabación;01:00:00;
27/08/2020;Estudio Inteligencia artificial;;02:00:00;
27/08/2020;Facultad,Orden y Limpieza;Clases virtuales SSL;01:37:02;
27/08/2020;Cocinar,Comer,Socialización;Papas fritas,Huevos,Ensalada;01:22:52;Emerson Caperochipe
27/08/2020;Orden y Limpieza;;02:07:01;
27/08/2020;Facultad;Recuperatorio 1 ASI;02:58:18;
28/08/2020;Cocinar,Comer;Bife al horno,Huevos,Papas fritas;01:38:36;
28/08/2020;Dormir;;07:57:00;
28/08/2020;Facultad;Organizar;00:13:19;
28/08/2020;Estudio Inteligencia artificial;;02:40:15;
28/08/2020;Baño,Comer,Socialización;;01:12:45;Emerson Caperochipe
28/08/2020;Estudio Inteligencia artificial;;03:53:06;
28/08/2020;Facultad,Cocinar,Comer,Socializar;Omelette,Clases virtuales PPR;02:51:00;Emerson Caperochipe
29/08/2020;Socializar,Compra fasito;;04:30:22;Bruno Temprano,Juan Moreno,Nito Fernandez,Nuty Ortiz
29/08/2020;Dormir;;07:51:44;
29/08/2020;Facultad;TP1 PPR;01:24:38;
29/08/2020;Cocinar,Comer,Socializar;Omelette;02:52:16;Emerson Caperochipe
29/08/2020;Facultad ;TP1 PPR;04:46:56;
29/08/2020;Cocinar,Compras,Comer,Socializar;Omelette;02:32:49;Emerson Caperochipe
30/08/2020;Estudio Inteligencia artificial;;00:10:52;
30/08/2020;Dormir;;08:05:32;
30/08/2020;Café,Procrastinación;;00:15:50;
30/08/2020;Facultad;TP3 AED;04:33:39;
30/08/2020;Cocinar,Comer,Socializar;Omelette;01:40:48;Emerson Caperochipe
30/08/2020;Facultad;TP3 AED;02:28:05;
30/08/2020;Focusyn,Socializar;Ensayo;05:08:16;Nuty Ortiz,Nito Fernandez,Juan Moreno,Ramiro Correa,Julieta Nuńez
31/08/2020;Cocinar,Comer;Omelette;01:16:28;
31/08/2020;Dormir;;08:26:21;
31/08/2020;Facultad;TP3 AED;00:56:27;
31/08/2020;Focusyn;Organizar;00:37:00;
31/08/2020;Compras,Socializar;;00:38:00;Emerson Caperochipe
31/08/2020;Cocinar,Comer,Socializar;Patamuslo al horno,Arroz;02:04:27;Emerson Caperochipe
31/08/2020;Estudio Inteligencia artificial;;02:10:35;
31/08/2020;Estudio Inteligencia artificial;;03:00:02;
31/08/2020;Cocinar,Estudio inteligencia artificial;;01:20:58;
01/09/2020;Comer,Socialización;;01:20:42;Emerson Caperochipe
01/09/2020;Dormir;;07:57:30;
01/09/2020;Estudio Inteligencia artificial;;03:02:13;
01/09/2020;Comer;;01:07:08;
01/09/2020;Estudio Inteligencia artificial;;02:36:35;
01/09/2020;Facultad,Estudio inteligencia artificial,Comer;Clases virtuales PPR;03:51:52;
01/09/2020;Estudio Inteligencia artificial;;01:30:40;
01/09/2020;Estudio Inteligencia artificial;;00:49:06;
02/09/2020;Dormir;;08:22:37;
02/09/2020;Facultad;TP1 PPR,TPI 2da Entrega ASI;02:27:26;
02/09/2020;Facultad,Cocinar,Comer,Socialización;Clases virutales SSL,Omelette;03:40:32;Emerson Caperochipe
02/09/2020;Facultad;Practicar SSL;04:38:17;
02/09/2020;Cocinar,Comer,Socializar ;Omelette;02:33:37;Emerson Caperochipe
02/09/2020;Facultad;Practicar SSL;00:09:22;
03/09/2020;Estudio Inteligencia artificial;;00:24:29;
03/09/2020;Dormir;;08:17:13;
03/09/2020;Café;;00:07:15;
03/09/2020;Facultad;Practicar SSL;02:45:30;
03/09/2020;Cocinar,Socializar,Comer,Facultad;Tallarines con tuco de carne,Clases virutales de AED;03:11:39;Emerson Caperochipe
03/09/2020;Facultad;Clases virtuales SSL;02:04:14;
03/09/2020;Facultad;Resumir SSL;01:48:45;
03/09/2020;Comer,Socializar;;01:04:08;Emerson Caperochipe
03/09/2020;Facultad;Clases virtuales ASI;02:02:27;
03/09/2020;Llamada madre;;00:17:34;
04/09/2020;Estudio Inteligencia artificial;;00:49:46;
04/09/2020;Dormir;;07:46:22;
04/09/2020;Café;;00:16:20;
04/09/2020;Facultad;Resumir SSL;02:12:35;
08/09/2020;Cocinar,Comer,Socializar;Tallarines con tuco de carne;01:52:04;Emerson Caperochipe
04/09/2020;Facultad,Mantenimeinto guitarra ;Organizar;02:32:00;
04/09/2020;Focusyn;Grabar insolación;05:00:00;
04/09/2020;Facultad,Cocinar,Comer,Socializar;Claes virtuales PPR,Tallarines con tuco de carne;02:30:05;Emerson Caperochipe
04/09/2020;Estudio Inteligencia artificial;;00:39:09;
05/09/2020;Dormir;;08:43:10;
05/09/2020;Café;;00:23:38;
05/09/2020;Facultad;Practicar SSL;01:32:19;
05/09/2020;Comer,Socializar ;;01:30:52;Emerson Caperochipe
05/09/2020;Facultad;Practicar AED;01:53:00;
05/09/2020;Facultad;Practicar AED;01:31:13;
05/09/2020;Cocinar,Comer;Omelette;01:19:14;
05/09/2020;Facultad;Parcial 3 AED;02:00:03;
05/09/2020;Estudio Inteligencia artificial;;02:01:05;
06/09/2020;Cocinar,Estudio Inteligencia Artificial,Comer,Socializar;Nalga al horno;01:09:59;Emerson Caperochipe
06/09/2020;Dormir;;08:31:38;
06/09/2020;Estudio Inteligencia artificial;;01:55:23;
06/09/2020;Compras,Cocinar,Comer,Socializar;Milanesas,Arroz;02:00:00;Emerson Caperochipe
06/09/2020;Facultad;Resumir SSL;04:12:58;
06/09/2020;Llamada madre;;00:48:48;
07/09/2020;Dormir;;08:31:28;
07/09/2020;Estudio Inteligencia artificial;;01:35:26;
07/09/2020;Facultad;TPI ASI,Clases virtuales AED;01:07:43;
07/09/2020;Cocinar,Comer,Socializar;Milanesas,Arroz;02:48:06;Emerson Caperochipe
07/09/2020;Facultad;Resumir SSL,TPI ASI;02:59:33;
07/09/2020;Facultad;Clases virtuales ASI;01:54:12;
07/09/2020;Cocinar,Comer,Socializar;;02:38:42;Emerson Caperochipe
07/09/2020;Mensajes;Focusyn;00:21:58;
07/09/2020;Estudio Inteligencia artificial,Llamada madre;;00:44:08;
08/09/2020;Dormir;;08:17:00;
08/09/2020;Facultad;Resumir SSL,Resumir PPR;02:17:29;
08/09/2020;Cocinar,Comer,Socializar ;Omelette;02:20:02;Emerson Caperochipe
08/09/2020;Facultad;Resumir SSL,Cuestionario 3 PPR;02:12:28;
08/09/2020;Estudio Inteligencia Artificial;;00:34:55;
08/09/2020;Facultad;Clases virutales PPR;02:37:15;
08/09/2020;Dolor de cabeza,Procrastinación;;00:37:16;
08/09/2020;Estudio Inteligencia Artificial;;00:56:26;
09/09/2020;Cocinar,Comer,Socializar;Ensalada;01:43:18;Emerson Caperochipe
09/09/2020;Dormir;;07:30:00;
09/09/2020;Estudio Inteligencia Artificial;;00:25:56;
09/09/2020;Facultad;Resumir SSL ;01:10:19;
09/09/2020;Comer;;00:25:09;
09/09/2020;Facultad;TPI ASI;00:48:00;
09/09/2020;Impuestos;;00:12:52;
09/09/2020;Compras,Cocinar,Comer,Socializar,Facultad;Ensalada cargada,Clases virtuales SSL;03:50:00;Emerson Caperochipe
09/09/2020;Estudio inteligencia artificial;;00:51:17;
09/09/2020;Facultad;TPI ASI;02:04:25;
09/09/2020;Estudio Inteligencia artificial;;00:40:41;
09/09/2020;Facultad;TPI ASI;00:09:04;
09/09/2020;Estudio inteligencia artificial;;02:23:29;
10/09/2020;Cocinar,Comer,Socializar;Arroz,Pechuga al horno,Ensalada;01:58:18;Emerson Caperochipe
10/09/2020;Dormir;;07:45:54;
10/09/2020;Estidioo Inteligencia artificial;;01:27:00;
10/09/2020;Facultad;;00:41:06;
10/09/2020;Cocinar,Comer,Socializar;Pechugas al sartén,Arroz;02:38:07;Emerson Caperochipe
10/09/2020;Estudio inteligencia artificial;;00:15:27;
10/09/2020;Facultad;Clases virutales SSL;01:24:58;
10/09/2020;Corte fibertel,Estudio inteligencia artificial;;01:26:28;
10/09/2020;Descanso;;00:29:35;
10/09/2020;Compras,Cocinar,Comer;Avena;01:09:49;
10/09/2020;Facultad;Clases virtuales ASI;01:42:49;
11/09/2020;Estudio inteligencia artificial;;01:16:23;
11/09/2020;Dormir;;08:43:52;
11/09/2020;Estudio inteligencia artificial;;01:22:13;
11/09/2020;Cocinar,Comer,Descanso;Avena;01:08:01;
11/09/2020;Estudio inteligencia artificial;;02:56:54;
11/09/2020;Comer ;;00:30:16;
11/09/2020;Facultad;Practicar PPR;02:38:21;
11/09/2020;Facultad,Cocinar,Comer,Ejercicio;Clases virutales PPR,Milanesas,Arroz;03:04:41;
12/09/2020;Dormir;;10:16:58;
12/09/2020;Facultad;Practicar PPR;03:44:12;
12/09/2020;Comer,Cocinar,Ejercicio;Milanesas;01:05:48;
12/09/2020;Facultad;Parcial 1 PPR;02:36:52;
12/09/2020;Estudio inteligencia artificial;;01:37:26;
12/09/2020;Cocinar,Comer;Arroz;01:46:51;
13/09/2020;Estudiar inteligencia artificial;;02:25:10;
13/09/2020;Dormir;;07:36:21;
13/09/2020;Facultad;Practicar SSL;01:52:26;
13/09/2020;Cocinar,Comer,Compras;Bifes al sartén,Arroz;02:36:19;
13/09/2020;Caca;;00:20:35;
13/09/2020;Llamada Madre;;00:12:03;
13/09/2020;Facultad;Practicar SSL;01:15:19;
13/09/2020;Estudio inteligencia artificial;;01:52:10;
13/09/2020;Comer,Descanso;;01:50:16;
13/09/2020;Estudio inteligencia artificial;;02:45:33;
13/09/2020;Facultad;Practicar SSL;00:44:54;
14/09/2020;Dormir;;08:12:00;
14/09/2020;Facultad;Practicar SSL;01:47:46;
14/09/2020;Facultad,Cocinar,Comer,Ejercicio;Clases virutales AED,Bife al sartén,Arroz;02:24:43;
14/09/2020;Facultad ;Practicar SSL;02:23:06;
14/09/2020;Comer;;00:31:10;
14/09/2020;Facultad,Descanso;Clases virtuales ASI;00:22:28;
14/09/2020;Compra fasito,Procrastinación;;00:52:47;
14/09/2020;Facultad;Practicar SSL;00:48:00;
14/09/2020;Estudio inteligencia artificial;;01:48:47;
15/09/2020;Dormir,Compras dolor de cabeza;;10:00:00;
15/09/2020;Facultad;Practicar SSL;03:36:14;
15/09/2020;Compras,Cocinar,Comer,Descanso;Sopa,Milanesas de soja,Batatas;02:58:42;
15/09/2020;Facultad,Ejercicio;Clases virtuales PPR;01:57:42;
15/09/2020;Facultad;Practicar SSL;01:59:51;
16/09/2020;Cocinar,Comer,Llamada madre;Sopa de acelga;01:26:25;
16/09/2020;Dormir;;07:52:19;
16/09/2020;Facultad;Practicar SSL,Parcial 1 SSL;04:30:00;
16/09/2020;Comer,Descanso;;00:57:09;
16/09/2020;Estudio inteligencia artificial;;02:43:02;
16/09/2020;Comer,Descanso;;00:57:53;
16/09/2020;Estudio inteligencia artificial;;02:44:19;
17/09/2020;Comer ;;00:24:03;
17/09/2020;Dormir;;09:00:48;
17/09/2020;Mensajes ;;00:28:21;Javier Colicoy
17/09/2020;Estudio inteligencia artificial;;01:35:07;
17/09/2020;Cocinar,Comer;Pure de papas;01:17:39;
17/09/2020;Desarrollo trading algoritmico;;00:58:00;
17/09/2020;Facultad,Musica;Clases virtuales SSL;02:40:43;
17/09/2020;Desarrollo trading algoritmico;;00:41:43;
17/09/2020;Estudio inteligencia artificial;;01:27:28;
17/09/2020;Compra fasito fallida;;00:52:24;
17/09/2020;Desarrollo trading algoritmico;;01:17:43;
18/09/2020;Comer;;00:31:39;
18/09/2020;Dormir;;08:04:23;
18/09/2020;Café;;00:17:42;
18/09/2020;Estudiar inteligencia artificial;;01:06:47;
18/09/2020;Compra fasito;;00:41:55;
18/09/2020;Cocinar,Comer,Compras;Milanesas de soja,Pure;02:12:41;
18/09/2020;Desarrollo trading algoritmico;;02:41:27;
18/09/2020;Comer;;00:13:59;
18/09/2020;Desarrollo trading algoritmico;;01:58:51;
18/09/2020;Comer;;00:19:00;
18/09/2020;Cocinar,Comer,Ejercicio,Facultad;Clases virtuales PPR,Milanesas de soja,Pure;02:44:59;
19/09/2020;Desarrollo trading algoritmico;;01:13:54;
19/09/2020;Dormir;;08:50:21;
19/09/2020;Estudio inteligencia artificial;;01:17:40;
19/09/2020;Cocinar,Comer;Avena;00:26:43;
19/09/2020;Desarrollo trading algoritmico;;01:55:37;
19/09/2020;Comprar,Cocinar,Comer;Pechugas al sartén,Pure,Huevos;02:56:56;
19/09/2020;Desarrollo trading algoritmico;;03:33:40;
19/09/2020;Cocinar,Comer;Pechugas al sartén,Pure;01:30:43;
19/09/2020;Desarrollo trading algoritmico;;00:36:24;
20/09/2020;Dormir;;08:13:33;
20/09/2020;Desarrollo trading algoritmico;;01:15:46;
20/09/2020;Cocinar,Comer;Pechugas al sartén,Pure;02:19:43;
20/09/2020;Caca;;00:12:51;
20/09/2020;Desarrollo trading algoritmico;;03:54:23;
20/09/2020;Comer;;00:52:54;
20/09/2020;Desarrollo trading algoritmico;;03:20:53;
20/09/2020;Cocinar,Comer;Avena;01:41:40;
20/09/2020;Desarrollo trading algoritmico;;00:30:03;
21/09/2020;Desarrollo trading algoritmico;;08:14:22;
21/09/2020;Facultad;TPI SSL;02:19:08;
21/09/2020;Desarrollo trading algoritmico;;00:40:16;
21/09/2020;Cocinar,Comer,Compras;Pechugas al sartén,Pure,Huevos;02:25:38;
21/09/2020;Desarrollo trading algoritmico;;03:56:50;
21/09/2020;Comer,Cocinar,Ejercicio;Pechugas al sartén;01:42:52;
21/09/2020;Estudio inteligencia artificial;;01:01:34;
22/09/2020;Socialiar;Nito,Juancito,Juli;03:20:41;
22/09/2020;Dormir;;07:35:05;
22/09/2020;Estudio inteligencia artificial;;02:08:55;
22/09/2020;Cocinar,Comer,Descanso;Avena;01:23:05;
22/09/2020;Estudio inteligencia artificial;;01:25:46;
22/09/2020;Clases virtuales,Cocinar,Comer,Ejercicio;Pechugas al sartén;03:24:41;
23/09/2020;Dormir;;07:40:06;
23/09/2020;Facultad;TPI SSL;00:50:02;
23/09/2020;Cocinar,Comer;Pechugas al sartén;01:03:17;
23/09/2020;Facultad;TPI SSL;00:12:39;
23/09/2020;Facultad;Clases virtuales SSL;03:57:45;
23/09/2020;Facultad;Resumir ASI,TPI SSL;00:23:38;
23/09/2020;Cocinar,Comer;Avena;00:58:41;
23/09/2020;Facultad;Resumir ASI;02:00:44;
23/09/2020;Estudio inteligencia artificial;;02:08:16;
24/09/2020;Cocinar,Comer,Llamada madre,Estudio inteligencia artificial;;01:49:00;
24/09/2020;Dormir,Enfermedad;;09:57:39;
24/09/2020;Clinica Aconcagua;;06:30:00;
25/09/2020;Dormir,Enfermedad;;14:52:13;
25/09/2020;Compras,Enfermedad;;02:52:45;
25/09/2020;Facultad;Resumir ASI;02:10:48;
